"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100"
"440" -1.77985455006495 -16.5858596013807 -8.58093632921395 -13.8577538125451 -11.0965241339623 -9.83902025376382 -12.9210579998415 -27.0280195967061 -7.41682475966068 -13.5664435413568 -12.53497589619 -12.5585822219893 9.61716147562739 -10.1490649169618 -11.8923792666575 -31.2849306480481 -6.50588670110366 2.70619081808583 -13.3693876081421 -14.8160327263097 -14.6758260706168 -7.70753194405878 -0.804877348738176 -7.06169801688783 -2.08119542735152 -52.8818337866227 -8.85057627715495 -9.40325822090216 -12.5676473587935 -7.73365077220516 -18.1912439535036 0.948955765561943 -5.489827351479 -10.9473878146069 -21.7838903573552 -8.34448220096158 -25.4859665463805 -12.6567396403542 -4.73279963034334 -10.0147348272853 -3.20424453367989 -20.2304514371795 -8.83485578903445 -0.306244358900853 -12.4383044941982 -18.5251779532379 -2.63448592652009 -7.89180592882008 -6.4746166326658 -21.1270311544904 -18.2886927600232 -14.7646026900253 4.27933313279466 -31.6889926178049 -1.15617878437149 -17.1843766645038 -5.37140527482138 -34.2353210177606 -9.10641363292919 -13.7069421652838 -20.4445526716485 -10.9955495574156 -16.5509720415279 -19.8191736670433 -16.977048445121 -26.6448904781647 -25.7005286087567 0.255646993470438 -13.5349393661455 -11.6583957740786 -1.80225253338049 -13.4924532859698 -5.83440667117905 -4.73927504977811 -9.50086102435752 -14.5594210225906 -2.52358502312564 -3.4418067969525 -29.3089925000028 -25.9531886410788 -10.8021396977795 -5.51412334395227 -17.1232086937462 -20.5320402835681 -3.33610154403075 -16.0006976129736 -31.9642716570379 -14.5649857816809 4.47616469849801 -1.76490770642137 -13.3857586119594 -20.0465955485437 -9.85439488173481 -19.9812886546315 -25.4035212996663 -29.6922570398911 1.18081943060785 -19.8749913195103 -8.27852175009414 -24.453603153432
"441" 0.560927238857167 -18.1654973779861 -3.40613224342035 -14.2407918360999 -14.2230919995902 -12.1738017717154 -13.7962896338171 -29.6287422097175 -5.09525207607868 -14.1823651968995 -14.2837348190841 -11.1597671776194 12.4341383268046 -9.18871591406254 -13.9864659700415 -31.235460171482 -6.86841399168092 -0.312731243181696 -16.3525292878377 -15.6613503201906 -14.845042688491 -10.7084999692664 -1.92185118204213 -11.428875493426 -5.48122840503649 -53.1796104383624 -8.94829042340728 -11.3514624691043 -14.2466570662872 -6.88224603215448 -19.8767413818198 2.34852864613566 -2.82826962737299 -12.4047998591115 -20.9624351001861 -7.3356001760926 -28.1993306696092 -18.5373563986793 -3.87784611325337 -11.2942742620106 -1.72862436307091 -21.3208009713301 -9.16054864941287 0.259578274661076 -15.1171545178043 -20.2314357667365 -4.15356507022733 -10.4861223165415 -6.18123968628033 -21.3684252966155 -21.140311102385 -14.3054748194489 4.62981769878721 -32.0488246386597 -1.88444871843714 -20.2265970381884 -3.38324071532001 -40.6456481428405 -9.02312308542086 -12.4351950663777 -15.3149017242149 -9.08880916770973 -18.9597440891382 -23.3250174138946 -18.0319326755411 -28.5592199129791 -30.0148158032863 -1.61585210834969 -17.3284491588361 -10.7652576541479 -3.59043216734634 -11.7719637489703 -3.75611912142237 -5.10819178821593 -5.0543516729626 -13.635813046031 -2.40068704881282 -2.63383997387188 -17.2416861407043 -25.4912059829424 -11.998440788534 -2.00147939313475 -13.7377948787899 -21.2300055663823 -7.90599317954932 -18.4760397865082 -31.9415243480872 -15.4099394207099 3.20691448807932 -3.65879348806017 -18.2509512854447 -21.8348775086767 -8.91459913002914 -21.7794536307249 -23.5894032641654 -32.1469386443664 0.551109464062882 -20.8509184244641 -10.8157306106632 -20.9334888218368
"442" -2.53597360948401 -23.1097556802386 1.207764161911 -7.70997269292852 -18.8016212306378 -10.7905874949966 -12.8251642566666 -35.5065449257115 -4.17249671384854 -12.285478919984 -18.9507369728971 -8.66635922655328 12.2913612094956 -2.4918819261766 -13.54688420115 -33.2613287147137 -7.14873707238726 -1.40721659591314 -19.6734822497919 -21.4555895157076 -15.9577202699615 -7.59004996786148 -1.55755943823244 -14.0113355970413 -4.17611266674074 -59.2181602661198 -15.1673151233972 -15.8993470776069 -19.4721259862192 -10.7638093693652 -19.745911872688 1.20503540256062 -8.5787411967279 -12.9563347582868 -18.3065998630707 -2.70249709211334 -30.0742950728987 -23.1088684099328 -6.34398423251687 -7.11092435548826 -5.12899871887682 -25.8225668326435 -7.48477446842251 -1.110074576542 -17.8234287544384 -18.2472293234201 -8.24280482883286 -14.2454552498442 -5.60668754969615 -22.7367056376131 -28.3907319390443 -17.4218679271211 -0.631290833907761 -34.5392129145162 0.997083728765302 -15.3547623897082 -1.74258101459437 -47.3285251053044 -11.8603128481465 -16.0507681238987 -12.9486067375976 -11.2641325888181 -20.7898819948209 -27.7588018613868 -20.051628541291 -34.3558442257491 -34.5317817713032 0.898362188083834 -19.6772889139442 -3.04056358649281 -6.95400087940621 -16.6488104421977 0.178716338574081 -9.38058522539831 -1.5223938779011 -14.9941217051843 -6.10108417327457 1.13873535365242 -7.31903583777058 -29.4986503390494 -7.29453897929668 -7.06161034052333 -19.2481043498747 -15.5260194386254 -8.01121137766521 -21.5002651411447 -31.5800110173733 -17.1755702817408 0.220213903364108 -2.5686653899992 -22.0594085647156 -27.5016933836075 -10.1739893917655 -20.2361056800431 -15.8524274052262 -27.2832748249824 -6.18651068918259 -21.3984735939834 -17.7657683189013 -20.1504698448444
"443" -2.04453336580444 -27.7441464385009 -2.76677092928921 -17.9189470760946 -18.7229835735086 -11.3839740995059 -17.3045369052424 -45.0343809283853 -15.9312557607481 -12.5210058511206 -20.3568621553355 -16.9150904210641 8.9207311800196 -3.08889927527667 -16.3063236684791 -27.7824622231557 -14.1999562647436 4.02925789790375 -28.6975015820401 -30.621923698928 -18.0107101237195 -16.1149460412425 -3.65549061080079 -17.6494858843248 -7.36099233582643 -59.9209128066526 -12.3420796600529 -21.5219821069131 -27.3929353862277 -14.7207972278491 -11.0202883867354 -3.84279645646688 -14.8295320057204 -15.1006603961686 -20.7075364302371 -10.0910551358389 -34.1525783927176 -22.0409183450752 -9.61965965077569 -3.84865297346351 -2.75481655976755 -29.0461194956776 -10.909688401507 -4.1299867862393 -21.5910846718822 -28.0888099322836 -7.72009534438629 -4.83526671945649 -7.44096825596656 -28.5863386566934 -30.8195248704489 -19.5779181644111 -7.25644250826241 -40.9864624535854 -1.98924612301452 -10.5812276780296 0.861632995712802 -48.5381794856509 -14.086936919644 -16.1285126785086 -8.06322328604128 -13.557191247228 -18.2365901644311 -34.7376156412571 -19.3828252787752 -32.6570093521982 -42.9019364748127 1.59863476465721 -12.2180873604312 -10.7334155377954 -18.5879371073194 -18.429435678595 -1.63122338105091 -12.8626935830227 -3.8581342371562 -16.5923326401367 -12.5441802807224 0.541852907163232 -8.63154262006645 -34.0961595310616 -7.48228679169072 -11.502615710466 -26.5481487728783 -21.6670863555694 -15.9914311821898 -27.6499127458191 -28.7814432629441 -17.5277772504218 0.278428755492766 4.35554378682068 -15.7332279207741 -28.7723215438987 -10.5544014699802 -34.8100927019957 -17.3499744044753 -32.9302413334437 -5.16541179352035 -28.280712710654 -14.7335269830319 -28.5411163124021
"444" -2.06739628226027 -27.2747698217713 -2.65010800044818 -17.2514509501261 -18.690121273445 -11.3081388526913 -16.5985605009917 -44.7566546414708 -15.5581501950911 -11.2345259286011 -20.1576915542973 -16.1468809936876 8.96717101663609 -3.07771390443001 -16.2609604788762 -27.7960665154166 -14.1717717427965 4.08112643763003 -28.6248350258389 -30.6503943092856 -18.0370037953901 -15.922544101553 -3.62385620219958 -17.6665952160161 -7.37137672620669 -57.8144812241547 -11.5279608597394 -21.3061515654353 -27.4161413222644 -13.9095488245653 -10.4675517607396 -2.68311690033769 -14.7270541494245 -15.125845051004 -20.5237923028028 -9.95874859730026 -33.952960386017 -21.7604454133161 -9.50024278648181 -2.93600989550151 -2.77125297344762 -29.0502799073733 -10.9336198898303 -4.15192192289302 -21.282975359467 -28.0972094848978 -7.72693979983616 -4.79574518923056 -7.37399245186852 -28.4347927383028 -30.8167093300618 -19.5520501740115 -7.28135344556531 -39.9262188465042 -1.98685248010995 -10.5873385244054 1.2239711497372 -48.4812798431912 -13.7927183411316 -16.1239872354889 -7.29160014408832 -13.582182168181 -18.2179860027056 -34.7593747293188 -19.2285644790962 -32.6504669171211 -42.0399160549992 1.71368783237512 -11.6722522800707 -10.75686307732 -17.5022479443799 -17.8738961133446 -1.60599058814408 -12.3751372494747 -3.78849968713013 -16.5444330345397 -9.94499610121162 0.575174356245911 -8.3076509122068 -34.101559653748 -7.50570571814417 -11.302192987961 -26.5231631623357 -21.3768086177282 -15.7528885814925 -27.6797346938245 -28.8073123206806 -15.3157672701589 0.342698124320406 4.37385410207134 -15.7265121951242 -28.0233417144803 -10.3226813434107 -34.5985415049061 -17.319983333802 -32.4362899538276 -5.02772238612272 -27.8291237157573 -14.6280788381683 -26.5602414080798
"445" -0.972195955762967 -26.6151256435698 -2.50385213627378 -17.2521248986558 -18.797280536905 -10.8869931632819 -16.7019981618806 -42.9673293139848 -15.554296010388 -11.2973250708599 -18.6084561227234 -15.9664496529464 9.25503969011834 -1.78763624374991 -16.1592597887724 -27.1075434102385 -14.0803255599479 4.54448154418677 -28.0263843937106 -30.5559792670961 -18.0934656041642 -15.9289421490314 -3.57577001469664 -17.3940547905147 -7.37385225692555 -57.8764257969884 -11.5551727741743 -21.3782210635327 -26.7724352373819 -14.0073575382347 -10.2198128340281 -2.54678093801506 -14.7746802326743 -15.2238165500714 -19.525962662854 -9.20936931192296 -34.044598845504 -21.6137596686004 -9.37004315482539 -2.37050268561327 -2.14452239452319 -29.0964547341561 -10.8861477352814 -3.98432057351159 -20.0246833199717 -28.0614616693785 -7.71637087746628 -4.88741567754363 -7.37736643392701 -28.430672463965 -30.1811909364186 -19.5634029415875 -7.37781553199355 -39.5921202223727 -2.05736740404125 -10.3374531133346 1.7881107652274 -48.2972931605902 -11.9610876783778 -15.9288661730604 -7.31542539464709 -13.5461869714106 -18.1038392193159 -34.5135240750635 -19.3146570883935 -32.6840868144663 -40.5909187594313 1.75495795610964 -11.4666731867937 -10.4487984550171 -17.5229463276013 -17.8702005413079 -1.53319783108103 -11.3608555712676 -3.8546949357734 -16.6424588516654 -9.92279658427671 0.999400779068949 -7.91095560681698 -33.3981513239525 -7.46747706497441 -9.67095134050122 -26.6369838776971 -21.4855835380424 -15.8522438101521 -24.9761402871328 -28.4620446284308 -15.3662834148419 0.5222899383727 4.29555119080146 -14.5790937546604 -27.517748237047 -9.81278242333003 -34.5615689141861 -16.3316813741071 -32.2875906499096 -1.4358223268915 -27.9431135423477 -14.4865633072226 -23.8780075091654
"446" 0.986529585799323 -30.1420132510556 -6.70503704324847 -20.8202766259857 -17.0237749344029 -13.9820349525133 -17.4454011666093 -45.322069539296 -19.2187837348598 -9.86248838549906 -16.0515251413531 -11.0535423613115 12.6179786664384 -4.20742831370822 -15.2077693544982 -20.4134908068644 -18.442993706083 3.87450527541843 -31.9302330286466 -32.0100497303367 -15.1228373608039 -20.2064915341137 -5.13568501673105 -16.1792238684523 -8.91168314086781 -59.312976634389 -9.5934411557332 -22.2442000369992 -23.775994547785 -16.464931483077 -7.68737283103376 -6.36576832993851 -13.7564885559105 -13.2917030977916 -22.5178056793703 -13.3641062686928 -37.1343645979747 -20.1461814760882 -9.29322812770121 -3.86814467920342 -4.10679295123693 -29.5424116337064 -13.8897398230348 -4.02699422823716 -16.5620736625766 -30.0656062076758 -8.4302266747903 -4.61072287456035 -8.71393194573065 -26.2379266328816 -31.2322125594041 -20.451587282916 -9.64492830432744 -38.3354943879399 -5.99717762644922 -9.68827770291401 3.76990600423663 -52.7555324636119 -14.620637461744 -14.0168375593361 -5.91489597565065 -12.989335973496 -20.7668667730344 -33.557480664464 -21.9538438367525 -31.9406522299195 -38.3359372257678 4.64470515036503 -10.3580763996211 -12.2501583481022 -20.6011343727555 -18.2916520214546 0.179210657550777 -11.5824243898279 -6.17695065656412 -15.0768098420999 -9.45578915658933 -1.38370422186649 -4.93246305753976 -34.8440236788709 -9.01898097546803 -12.9321076551224 -24.5763876566745 -19.9497996929434 -17.9567542500886 -26.877758856579 -28.3356167470356 -17.016576720697 2.14391664768854 5.91341527240913 -13.5458209739359 -24.5369323447777 -9.09852668017259 -33.3457809189339 -16.5864038472488 -32.5742502312266 -6.42788357392527 -29.6844050321305 -14.3809145599289 -22.0584283293165
"447" -1.17229150002052 -33.7568669158168 -8.13553393499731 -22.3021656437016 -14.2604116433112 -13.137197741883 -20.7237722000097 -45.7000791224147 -17.6630325954869 -10.1739679137585 -16.8729598831255 -11.6595494764173 15.5403685182112 -3.65534865455415 -14.8857621173758 -17.4450690454145 -14.7030203224191 3.11929420052004 -31.0006529448431 -31.595404601727 -18.0138424046119 -22.6902403947767 -7.73163660512415 -17.4231978117469 -10.9697972492065 -64.1272450373966 -5.70409778668306 -20.3808633267761 -26.6648733724713 -19.2297373293143 -6.04829478115199 -5.21547263208755 -11.2131962667045 -13.4078733728759 -24.3353158447431 -13.0955525745069 -36.3423046731774 -21.5907422617708 -10.23939221351 -1.00942285340768 -4.41432349749318 -24.8370739248114 -11.1956868980282 -6.72922580768227 -18.4756655046107 -29.1854252028442 -9.94085492575032 -3.53482837410983 -12.6518299803922 -28.655518485884 -33.812907800174 -19.4186632811179 -8.89632446120161 -37.8578152239347 -1.80291161973962 -7.01279764411924 2.38528933330792 -51.8250125854872 -16.7215289751507 -14.8868499107324 -5.75398779485135 -15.1224126862255 -20.9009286558158 -34.1699476365013 -26.2487211468478 -31.5468649127286 -36.3218177685156 5.9056131250613 -9.6399393457606 -11.7295950791901 -22.5578907268229 -12.260854779084 -0.320575364614051 -13.6885317488036 -7.25616934826612 -16.1451778049421 -11.6438985790356 -2.60311901504227 -8.46842491466462 -36.8687968716534 -7.92095604964604 -13.4346162842529 -26.6218727344148 -20.182362952755 -19.1736782582859 -28.9694136806834 -31.8922743252376 -20.7039560529823 2.23763462773011 7.75949765308822 -10.1322445455885 -28.2912337457139 -8.18260843447809 -25.3827090094518 -18.12264439151 -36.591203600426 -10.4687804837718 -27.8923917547499 -17.3260164536237 -22.1075593017799
"448" -2.58005031797954 -32.5442361030924 -6.98693198708844 -22.63376665651 -15.0238781650744 -12.1636126915123 -18.6074244269775 -42.4028321148819 -19.7564549272391 -6.61013969234034 -17.3863905185647 -12.5237563297924 14.5479117823668 -3.25810385096625 -14.795488244034 -17.4615146563359 -12.7553323740113 2.43760235096375 -32.2149251118287 -32.8218233758523 -16.7836961707869 -24.7932827044019 -9.13228221733189 -18.2332867280167 -10.7300548915307 -67.3120101753943 -5.01705548019369 -21.8088079810667 -28.2639466017712 -20.8575932033796 -4.8634120676565 -4.22350322346732 -12.117319123758 -15.186035826475 -24.9318248631675 -14.5437312469628 -33.241842184923 -19.3840718097168 -11.6230144426866 -2.56551676632439 -4.65838552377176 -22.7312865414747 -11.9569903011536 -8.70340453892777 -17.0120464440665 -31.6845970802095 -10.9400746657278 -3.82089551085181 -14.5136199022422 -27.9449869125731 -30.4493408991251 -20.1734445687308 -2.67864525815067 -36.7274141831191 -1.32439709461014 -9.07887071897306 0.68062701541528 -54.7648178071352 -16.8071600711329 -16.1347462870646 -2.8318845735267 -15.8415292447488 -21.0748198035496 -35.0980629495105 -28.6948169745518 -33.0939660870954 -31.4507314535969 8.01152387708158 -8.59457369073326 -10.9141971977196 -19.9689196466376 -12.8007105856568 -1.54596159224247 -10.5364800054036 -8.00870513330203 -16.1210715451693 -13.0621969909146 -3.87685843653369 -8.54091771299879 -37.2736802245872 -7.53290573868135 -15.5925842622312 -25.1619351238171 -19.8032251608708 -20.1279953744781 -30.4582401699032 -33.6692518177176 -23.0456877379865 1.92739712245835 7.65836408367414 -11.8278675381084 -26.9817658219363 -9.6500996817755 -26.0821126952703 -20.0692334451528 -37.1297911900697 -8.97246234896771 -25.2019033404301 -16.8559818447497 -23.261335889571
"449" -2.61317387802267 -32.753176601604 -7.17958142085384 -22.8753996415275 -15.2086441393599 -12.3257112569858 -18.83935533681 -42.6351841915811 -19.8436920710121 -6.80131495414269 -17.1499016749035 -12.2700638065501 14.568422620165 -2.57959529620795 -13.7868223924076 -15.3664120946803 -12.9042295964447 2.62725772374801 -32.0078005966463 -31.4355807331795 -16.3080646799792 -24.9169986593286 -8.32099930741927 -18.4632380923842 -10.7459793294107 -66.110947303257 -5.08080979698757 -20.7453876969379 -28.2120252233146 -20.7806400204836 -4.84484064778263 -4.2416637834213 -11.8145353255628 -14.2533192590426 -24.3612455758591 -14.3878029385984 -32.22766046866 -19.6197499280272 -11.5141456117315 -2.75639784628188 -4.63030806112872 -22.6311152942238 -11.352900285474 -8.84471277182486 -16.9601716107908 -31.8964924763955 -10.9794360021744 -3.98607565263951 -14.7351875453542 -28.1879971201341 -30.3829129323839 -19.6807062769708 -2.81449300740921 -36.7918604165144 -1.01592127836361 -8.64412863948834 0.941104362647449 -55.0608042864196 -16.360035390584 -16.3265136256339 -1.17851695801485 -15.7086095455698 -21.2474220004221 -35.1915190163517 -28.6581974286697 -33.3144409583494 -27.1402193885681 7.88872951435731 -7.498458929588 -10.0704716611235 -19.7835401614128 -12.6352098342146 -0.579540841463277 -10.193589488258 -8.20633239864526 -16.1333201997558 -12.8344936473093 -4.07526067050816 -7.50850982921361 -36.9844881683252 -7.71754640976778 -15.6519006238957 -24.7342307099429 -19.9838457810476 -20.3654517943794 -30.713896198928 -33.7279769271037 -21.9100514863585 1.79829363797038 7.68764491668666 -12.0381133814434 -25.3993338504117 -9.76362692805428 -25.1731948108966 -19.5549314457093 -37.3931605593402 -8.01352809558251 -25.2493983719036 -17.0332862447961 -23.1345514629319
"450" -6.61335742817812 -39.9856501501882 -14.6860977692695 -20.1808635189511 -11.2821104674229 -13.67317276917 -17.7806604335484 -36.8570012588201 -20.9628069319134 -8.98094452855684 -18.5568046585198 -7.90255473595789 11.5445626035453 -3.90147410977837 -15.7206150075173 -19.9017209447664 -14.1589184544407 -2.45144459645221 -29.5823674132495 -29.1267479633263 -23.6247099690003 -20.9455831057827 -4.22145887077643 -11.1066979490823 -14.8770854639536 -70.6867456519727 -5.20991543386409 -18.8890430526026 -23.0885159499331 -24.1817832886276 -4.94741690056582 -1.99106039323422 -16.4218878110123 -19.3230844554742 -32.0698521268374 -14.7526133009979 -36.0341792768633 -14.1171642726814 -15.4978083945041 -9.2905007383842 -5.78017382877221 -26.1664134071105 -16.6629063286491 -11.691872613882 -18.1736850892441 -39.0939987686554 -11.5681839303028 -7.00346731825661 -15.3810250882804 -28.0896864373732 -33.4175305089365 -20.7471293705455 -6.04012433086949 -40.1604613602372 -5.4450754720865 -8.59640796960912 1.01626695701432 -54.4449603279141 -18.6359981181359 -16.9300000372803 3.81351031521697 -11.8035834140665 -19.1137997939437 -34.926798361829 -37.6719581611051 -40.6612290072762 -26.2578518493516 11.2962592557967 -6.72488538318825 -16.2062043088513 -27.6783477781552 -11.8598444747652 -0.764775365089876 -14.6937646405294 -5.87871989624957 -12.4353448151657 -17.1162833410654 -5.9403267176565 -6.74930582293705 -32.6593656137737 -15.0085227223837 -14.3507747876284 -25.6242115134886 -16.6850704173926 -21.1524037546478 -29.4343038675573 -39.7432295040592 -25.5687611955511 3.04601272111653 7.18545832107537 -9.28102436351925 -19.7618384864445 -12.2859331849213 -29.428989497632 -16.8556383479591 -33.8645325414293 -13.9989762056772 -19.8099095099495 -23.9176128604158 -17.0045126363769
